"id","ts","part_id","part_specification_id"
"40461","2017-09-15 15:35:44","10699","41583"
"40462","2017-09-15 15:35:44","10699","41584"
"40463","2017-09-15 15:35:44","10699","41585"
"40464","2017-09-15 15:35:44","10699","41586"
"40465","2017-09-15 15:35:44","10699","4251"
"40466","2017-09-15 15:35:44","10699","41632"
"40467","2017-09-15 15:35:44","10699","41927"
"40468","2017-09-15 15:35:44","10700","41621"
"40469","2017-09-15 15:35:44","10700","4227"
"40470","2017-09-15 15:35:44","10700","42288"
"40471","2017-09-15 15:35:44","10700","41582"
"40472","2017-09-15 15:35:44","10700","41583"
"40473","2017-09-15 15:35:44","10700","41584"
"40474","2017-09-15 15:35:44","10700","41585"
"40475","2017-09-15 15:35:44","10700","41586"
"40476","2017-09-15 15:35:44","10700","4251"
"40477","2017-09-15 15:35:44","10700","41632"
"40478","2017-09-15 15:35:44","10700","41927"
"40479","2017-09-15 15:35:44","10701","41621"
"40480","2017-09-15 15:35:44","10701","41593"
"40481","2017-09-15 15:35:44","10701","41607"
"40482","2017-09-15 15:35:44","10701","41582"
"40483","2017-09-15 15:35:44","10701","41583"
"40484","2017-09-15 15:35:44","10701","41584"
"40485","2017-09-15 15:35:44","10701","41585"
"40486","2017-09-15 15:35:44","10701","41586"
"40487","2017-09-15 15:35:44","10701","4251"
"40488","2017-09-15 15:35:44","10701","41632"
"40489","2017-09-15 15:35:44","10701","41927"
"40490","2017-09-15 15:35:44","10702","41621"
"40491","2017-09-15 15:35:44","10702","42132"
"40492","2017-09-15 15:35:44","10702","41581"
"40493","2017-09-15 15:35:44","10702","41582"
"40494","2017-09-15 15:35:44","10702","41583"
"40495","2017-09-15 15:35:44","10702","41584"
"40496","2017-09-15 15:35:44","10702","41585"
"40497","2017-09-15 15:35:44","10702","41586"
"40498","2017-09-15 15:35:44","10702","41587"
"40499","2017-09-15 15:35:44","10702","41588"
"40500","2017-09-15 15:35:44","10702","4251"
"40501","2017-09-15 15:35:44","10702","41632"
"40502","2017-09-15 15:35:44","10702","41633"
"40503","2017-09-15 15:35:44","10702","41634"
"40504","2017-09-15 15:35:44","10702","41635"
"40505","2017-09-15 15:35:44","10702","41591"
"40506","2017-09-15 15:35:44","10703","41621"
"40507","2017-09-15 15:35:44","10703","42132"
"40508","2017-09-15 15:35:44","10703","41994"
"40509","2017-09-15 15:35:44","10703","41582"
"40510","2017-09-15 15:35:44","10703","41583"
"40511","2017-09-15 15:35:44","10703","41584"
"40512","2017-09-15 15:35:44","10703","41585"
"40513","2017-09-15 15:35:44","10703","41586"
"40514","2017-09-15 15:35:44","10703","4251"
"40515","2017-09-15 15:35:44","10703","41632"
"40516","2017-09-15 15:35:44","10703","41927"
"40517","2017-09-15 15:35:44","10704","41621"
"40518","2017-09-15 15:35:44","10704","42132"
"40519","2017-09-15 15:35:44","10704","41994"
"40520","2017-09-15 15:35:44","10704","41582"
"40521","2017-09-15 15:35:44","10704","41583"
"40522","2017-09-15 15:35:44","10704","41584"
"40523","2017-09-15 15:35:44","10704","41585"
"40524","2017-09-15 15:35:44","10704","41586"
"40525","2017-09-15 15:35:44","10704","41587"
"40526","2017-09-15 15:35:44","10704","4251"
"40527","2017-09-15 15:35:44","10704","41632"
"40528","2017-09-15 15:35:44","10704","41633"
"40529","2017-09-15 15:35:44","10704","41634"
"40530","2017-09-15 15:35:44","10704","41635"
"40531","2017-09-15 15:35:44","10704","41591"
"40532","2017-09-15 15:35:44","10705","41621"
"40533","2017-09-15 15:35:44","10705","42132"
"40534","2017-09-15 15:35:44","10705","42288"
"40535","2017-09-15 15:35:44","10705","41582"
"40536","2017-09-15 15:35:44","10705","41583"
"40537","2017-09-15 15:35:44","10705","41584"
"40538","2017-09-15 15:35:44","10705","41585"
"40539","2017-09-15 15:35:44","10705","41586"
"40540","2017-09-15 15:35:44","10705","41587"
"40541","2017-09-15 15:35:44","10705","4251"
"40542","2017-09-15 15:35:44","10705","41632"
"40543","2017-09-15 15:35:44","10705","41633"
"40544","2017-09-15 15:35:44","10705","41634"
"40545","2017-09-15 15:35:44","10705","41635"
"40546","2017-09-15 15:35:44","10705","41591"
"40547","2017-09-15 15:35:44","10706","2883"
"40548","2017-09-15 15:35:44","10706","4214"
"40549","2017-09-15 15:35:44","10706","4215"
"40550","2017-09-15 15:35:44","10706","4216"
"40551","2017-09-15 15:35:44","10706","4217"
"40552","2017-09-15 15:35:44","10706","4218"
"40553","2017-09-15 15:35:44","10706","4219"
"40554","2017-09-15 15:35:44","10706","4220"
"40555","2017-09-15 15:35:44","10706","4221"
"40556","2017-09-15 15:35:44","10706","41672"
"40557","2017-09-15 15:35:44","10706","4223"
"40558","2017-09-15 15:35:44","10706","4224"
"40559","2017-09-15 15:35:44","10706","4225"
"40560","2017-09-15 15:35:44","10706","41662"
"40561","2017-09-15 15:35:44","10707","2883"
"40562","2017-09-15 15:35:44","10707","4214"
"40563","2017-09-15 15:35:44","10707","4215"
"40564","2017-09-15 15:35:44","10707","4216"
"40565","2017-09-15 15:35:44","10707","4217"
"40566","2017-09-15 15:35:44","10707","4218"
"40567","2017-09-15 15:35:44","10707","4219"
"40568","2017-09-15 15:35:44","10707","4220"
"40569","2017-09-15 15:35:44","10707","4221"
"40570","2017-09-15 15:35:44","10707","4222"
"40571","2017-09-15 15:35:44","10707","41659"
"40572","2017-09-15 15:35:44","10707","4224"
"40573","2017-09-15 15:35:44","10707","4225"
"40574","2017-09-15 15:35:48","10708","42426"
"40575","2017-09-15 15:35:48","10708","41565"
"40576","2017-09-15 15:35:48","10708","42428"
"40577","2017-09-15 15:35:48","10708","41568"
"40578","2017-09-15 15:35:48","10708","41571"
"40579","2017-09-15 15:35:48","10708","41572"
"40580","2017-09-15 15:35:48","10708","41573"
"40581","2017-09-15 15:35:48","10708","4217"
"40582","2017-09-15 15:35:48","10708","41575"
"40583","2017-09-15 15:35:48","10708","4218"
"40584","2017-09-15 15:35:48","10708","4219"
"40585","2017-09-15 15:35:48","10708","4220"
"40586","2017-09-15 15:35:48","10709","42438"
"40587","2017-09-15 15:35:48","10709","41565"
"40588","2017-09-15 15:35:48","10709","41892"
"40589","2017-09-15 15:35:48","10709","41568"
"40590","2017-09-15 15:35:48","10709","41571"
"40591","2017-09-15 15:35:48","10709","41572"
"40592","2017-09-15 15:35:48","10709","41573"
"40593","2017-09-15 15:35:48","10709","4217"
"40594","2017-09-15 15:35:48","10709","4218"
"40595","2017-09-15 15:35:48","10709","4219"
