"id","ts","part_id","part_specification_id"
"20222","2017-07-31 21:10:42","5977","22044"
"20223","2017-07-31 21:10:42","5977","22045"
"20224","2017-07-31 21:10:42","5977","22046"
"20225","2017-07-31 21:10:42","5978","22042"
"20226","2017-07-31 21:10:42","5978","22043"
"20227","2017-07-31 21:10:42","5978","22044"
"20228","2017-07-31 21:10:42","5978","22045"
"20229","2017-07-31 21:10:42","5978","22046"
"20230","2017-07-31 21:10:52","5979","551"
"20231","2017-07-31 21:10:52","5979","22083"
"20232","2017-07-31 21:10:52","5979","22084"
"20233","2017-07-31 21:10:52","5979","22085"
"20234","2017-07-31 21:10:52","5979","13013"
"20235","2017-07-31 21:10:52","5979","22087"
"20236","2017-07-31 21:10:52","5980","22088"
"20237","2017-07-31 21:10:52","5980","551"
"20238","2017-07-31 21:10:52","5980","22090"
"20239","2017-07-31 21:10:52","5980","112"
"20240","2017-07-31 21:10:52","5981","551"
"20241","2017-07-31 21:10:52","5981","22083"
"20242","2017-07-31 21:10:52","5981","22094"
"20243","2017-07-31 21:10:52","5981","22085"
"20244","2017-07-31 21:10:52","5981","13013"
"20245","2017-07-31 21:10:52","5981","22087"
"20246","2017-07-31 21:10:52","5982","22088"
"20247","2017-07-31 21:10:52","5982","551"
"20248","2017-07-31 21:10:52","5982","22090"
"20249","2017-07-31 21:10:52","5983","56"
"20250","2017-07-31 21:10:52","5983","22102"
"20251","2017-07-31 21:10:52","5983","551"
"20252","2017-07-31 21:10:52","5983","22083"
"20253","2017-07-31 21:10:52","5983","22094"
"20254","2017-07-31 21:10:52","5983","22085"
"20255","2017-07-31 21:10:52","5983","13013"
"20256","2017-07-31 21:10:52","5983","22087"
"20257","2017-07-31 21:10:52","5984","551"
"20258","2017-07-31 21:10:52","5984","2917"
"20259","2017-07-31 21:10:52","5984","22083"
"20260","2017-07-31 21:10:52","5984","22094"
"20261","2017-07-31 21:10:52","5984","22085"
"20262","2017-07-31 21:10:52","5984","13013"
"20263","2017-07-31 21:10:52","5984","22087"
"20264","2017-07-31 21:10:52","5985","551"
"20265","2017-07-31 21:10:52","5985","22117"
"20266","2017-07-31 21:10:52","5985","22083"
"20267","2017-07-31 21:10:52","5985","22094"
"20268","2017-07-31 21:10:52","5985","22085"
"20269","2017-07-31 21:10:52","5985","13013"
"20270","2017-07-31 21:10:52","5985","22087"
"20271","2017-07-31 21:10:52","5986","22123"
"20272","2017-07-31 21:10:52","5986","2629"
"20273","2017-07-31 21:10:52","5987","22125"
"20274","2017-07-31 21:10:52","5987","22126"
"20275","2017-07-31 21:10:52","5987","22127"
"20276","2017-07-31 21:10:52","5987","22128"
"20277","2017-07-31 21:10:52","5987","22129"
"20278","2017-07-31 21:10:52","5987","22130"
"20279","2017-07-31 21:10:52","5987","22131"
"20280","2017-07-31 21:10:52","5987","22132"
"20281","2017-07-31 21:10:52","5987","22085"
"20282","2017-07-31 21:10:52","5987","22134"
"20283","2017-07-31 21:10:52","5987","22135"
"20284","2017-07-31 21:10:52","5988","22136"
"20285","2017-07-31 21:10:52","5988","22137"
"20286","2017-07-31 21:10:52","5988","551"
"20287","2017-07-31 21:10:52","5988","22139"
"20288","2017-07-31 21:10:52","5988","112"
"20289","2017-07-31 21:10:57","5989","22141"
"20290","2017-07-31 21:10:57","5989","22142"
"20291","2017-07-31 21:10:57","5990","22143"
"20292","2017-07-31 21:10:57","5990","22144"
"20293","2017-07-31 21:10:57","5990","22145"
"20294","2017-07-31 21:10:57","5991","22146"
"20295","2017-07-31 21:10:57","5991","22147"
"20296","2017-07-31 21:10:57","5991","22148"
"20297","2017-07-31 21:10:57","5991","22149"
"20298","2017-07-31 21:10:57","5991","22150"
"20299","2017-07-31 21:10:57","5992","22141"
"20300","2017-07-31 21:10:57","5992","22142"
"20301","2017-07-31 21:10:57","5993","22153"
"20302","2017-07-31 21:10:57","5993","22154"
"20303","2017-07-31 21:10:57","5993","22155"
"20304","2017-07-31 21:10:57","5993","22156"
"20305","2017-07-31 21:10:57","5993","22157"
"20306","2017-07-31 21:10:57","5993","22158"
"20307","2017-07-31 21:10:57","5993","551"
"20308","2017-07-31 21:10:57","5993","22160"
"20309","2017-07-31 21:11:06","5994","22161"
"20310","2017-07-31 21:11:06","5994","22162"
"20311","2017-07-31 21:11:06","5994","22163"
"20312","2017-07-31 21:11:06","5994","22164"
"20313","2017-07-31 21:11:06","5995","22165"
"20314","2017-07-31 21:11:06","5995","22166"
"20315","2017-07-31 21:11:06","5995","22163"
"20316","2017-07-31 21:11:06","5995","22164"
"20317","2017-07-31 21:11:06","5996","22169"
"20318","2017-07-31 21:11:06","5996","22170"
"20319","2017-07-31 21:11:06","5996","3687"
"20320","2017-07-31 21:11:06","5997","22172"
"20321","2017-07-31 21:11:06","5997","22173"
"20322","2017-07-31 21:11:06","5997","22174"
"20323","2017-07-31 21:11:06","5997","22175"
"20324","2017-07-31 21:11:06","5997","2629"
"20325","2017-07-31 21:11:06","5998","22177"
"20326","2017-07-31 21:11:06","5998","22178"
"20327","2017-07-31 21:11:06","5998","22179"
"20328","2017-07-31 21:11:06","5998","22180"
"20329","2017-07-31 21:11:06","5998","22181"
"20330","2017-07-31 21:11:06","5998","3687"
"20331","2017-07-31 21:11:06","5998","21536"
"20332","2017-07-31 21:11:06","5998","112"
"20333","2017-07-31 21:11:06","5999","22185"
"20334","2017-07-31 21:11:06","5999","22186"
"20335","2017-07-31 21:11:06","5999","22187"
"20336","2017-07-31 21:11:06","5999","22188"
"20337","2017-07-31 21:11:06","5999","22189"
"20338","2017-07-31 21:11:06","6000","22190"
"20339","2017-07-31 21:11:06","6000","22191"
"20340","2017-07-31 21:11:06","6000","2629"
"20341","2017-07-31 21:11:06","6000","22193"
"20342","2017-07-31 21:11:06","6001","22194"
"20343","2017-07-31 21:11:06","6001","22195"
"20344","2017-07-31 21:11:06","6001","3687"
"20345","2017-07-31 21:11:06","6002","22177"
"20346","2017-07-31 21:11:06","6002","22198"
"20347","2017-07-31 21:11:06","6002","22199"
"20348","2017-07-31 21:11:06","6002","22200"
"20349","2017-07-31 21:11:06","6002","22201"
"20350","2017-07-31 21:11:06","6002","17626"
"20351","2017-07-31 21:11:06","6002","21536"
"20352","2017-07-31 21:11:06","6002","112"
"20353","2017-07-31 21:11:06","6003","22205"
"20354","2017-07-31 21:11:06","6003","22206"
"20355","2017-07-31 21:11:06","6003","22207"
"20356","2017-07-31 21:11:06","6003","3687"
"20357","2017-07-31 21:11:10","6004","22209"
"20358","2017-07-31 21:11:10","6004","22210"
"20359","2017-07-31 21:11:10","6005","22211"
"20360","2017-07-31 21:11:10","6005","22212"
"20361","2017-07-31 21:11:10","6005","21638"
"20362","2017-07-31 21:11:10","6005","112"
"20363","2017-07-31 21:11:10","6006","22211"
