"id","ts","part_id","part_specification_id"
"121099","2017-09-15 20:08:13","25334","122705"
"121100","2017-09-15 20:08:13","25334","866"
"121101","2017-09-15 20:08:13","25334","3720"
"121102","2017-09-15 20:08:13","25334","122708"
"121103","2017-09-15 20:08:13","25334","122617"
"121104","2017-09-15 20:08:13","25335","122956"
"121105","2017-09-15 20:08:13","25335","122147"
"121106","2017-09-15 20:08:13","25335","122148"
"121107","2017-09-15 20:08:13","25335","122149"
"121108","2017-09-15 20:08:13","25335","122150"
"121109","2017-09-15 20:08:13","25335","121816"
"121110","2017-09-15 20:08:13","25335","122152"
"121111","2017-09-15 20:08:13","25336","121814"
"121112","2017-09-15 20:08:13","25336","121816"
"121113","2017-09-15 20:08:13","25336","2579"
"121114","2017-09-15 20:08:13","25336","122098"
"121115","2017-09-15 20:08:13","25336","119841"
"121116","2017-09-15 20:08:13","25336","122100"
"121117","2017-09-15 20:08:13","25336","122101"
"121118","2017-09-15 20:08:13","25336","122087"
"121119","2017-09-15 20:08:13","25336","122103"
"121120","2017-09-15 20:08:13","25336","122037"
"121121","2017-09-15 20:08:13","25336","119932"
"121122","2017-09-15 20:08:13","25337","121814"
"121123","2017-09-15 20:08:13","25337","121816"
"121124","2017-09-15 20:08:13","25337","2576"
"121125","2017-09-15 20:08:13","25337","122098"
"121126","2017-09-15 20:08:13","25337","120305"
"121127","2017-09-15 20:08:13","25337","122100"
"121128","2017-09-15 20:08:13","25337","122101"
"121129","2017-09-15 20:08:13","25337","122087"
"121130","2017-09-15 20:08:13","25337","122103"
"121131","2017-09-15 20:08:13","25337","122037"
"121132","2017-09-15 20:08:13","25337","119932"
"121133","2017-09-15 20:08:13","25338","117577"
"121134","2017-09-15 20:08:13","25338","121988"
"121135","2017-09-15 20:08:13","25338","121857"
"121136","2017-09-15 20:08:13","25338","121858"
"121137","2017-09-15 20:08:13","25338","4287"
"121138","2017-09-15 20:08:13","25338","121860"
"121139","2017-09-15 20:08:13","25338","121861"
"121140","2017-09-15 20:08:13","25338","121862"
"121141","2017-09-15 20:08:13","25338","121863"
"121142","2017-09-15 20:08:13","25339","12555"
"121143","2017-09-15 20:08:13","25339","122563"
"121144","2017-09-15 20:08:13","25339","122996"
"121145","2017-09-15 20:08:13","25339","122565"
"121146","2017-09-15 20:08:13","25339","122115"
"121147","2017-09-15 20:08:13","25339","121981"
"121148","2017-09-15 20:08:13","25340","119559"
"121149","2017-09-15 20:08:13","25340","122563"
"121150","2017-09-15 20:08:13","25340","122383"
"121151","2017-09-15 20:08:13","25340","122565"
"121152","2017-09-15 20:08:13","25340","122115"
"121153","2017-09-15 20:08:13","25340","121816"
"121154","2017-09-15 20:08:13","25341","121814"
"121155","2017-09-15 20:08:13","25341","12555"
"121156","2017-09-15 20:08:13","25341","121816"
"121157","2017-09-15 20:08:13","25341","2579"
"121158","2017-09-15 20:08:13","25341","122030"
"121159","2017-09-15 20:08:13","25341","122032"
