"id","ts","part_id","part_specification_id"
"148717","2017-09-15 21:41:37","31564","16605"
"148718","2017-09-15 21:41:37","31564","16622"
"148719","2017-09-15 21:41:37","31564","16607"
"148720","2017-09-15 21:41:45","31565","150139"
"148721","2017-09-15 21:41:45","31565","150573"
"148722","2017-09-15 21:41:45","31565","16579"
"148723","2017-09-15 21:41:45","31565","16580"
"148724","2017-09-15 21:41:45","31565","16581"
"148725","2017-09-15 21:41:45","31566","16597"
"148726","2017-09-15 21:41:45","31566","16598"
"148727","2017-09-15 21:41:45","31566","16599"
"148728","2017-09-15 21:41:45","31566","150153"
"148729","2017-09-15 21:41:45","31566","16601"
"148730","2017-09-15 21:41:45","31566","16618"
"148731","2017-09-15 21:41:45","31566","16603"
"148732","2017-09-15 21:41:45","31566","16604"
"148733","2017-09-15 21:41:45","31566","16621"
"148734","2017-09-15 21:41:45","31566","16622"
"148735","2017-09-15 21:41:45","31566","16607"
"148736","2017-09-15 21:41:45","31567","150588"
"148737","2017-09-15 21:41:45","31567","150589"
"148738","2017-09-15 21:41:45","31567","72302"
"148739","2017-09-15 21:41:45","31567","150356"
"148740","2017-09-15 21:41:45","31567","150592"
"148741","2017-09-15 21:41:45","31567","112"
"148742","2017-09-15 21:41:45","31568","150261"
"148743","2017-09-15 21:41:45","31568","150262"
"148744","2017-09-15 21:41:45","31568","16615"
"148745","2017-09-15 21:41:45","31568","150553"
"148746","2017-09-15 21:41:45","31568","150165"
"148747","2017-09-15 21:41:45","31568","16602"
"148748","2017-09-15 21:41:45","31568","16603"
"148749","2017-09-15 21:41:45","31568","16620"
"148750","2017-09-15 21:41:45","31568","16605"
"148751","2017-09-15 21:41:45","31568","16622"
"148752","2017-09-15 21:41:45","31568","16607"
"148753","2017-09-15 21:41:45","31569","16597"
"148754","2017-09-15 21:41:45","31569","16598"
"148755","2017-09-15 21:41:45","31569","16615"
"148756","2017-09-15 21:41:45","31569","150553"
"148757","2017-09-15 21:41:45","31569","16617"
"148758","2017-09-15 21:41:45","31569","16602"
"148759","2017-09-15 21:41:45","31569","16619"
"148760","2017-09-15 21:41:45","31569","16620"
"148761","2017-09-15 21:41:45","31569","16605"
"148762","2017-09-15 21:41:45","31569","16622"
"148763","2017-09-15 21:41:45","31569","150160"
"148764","2017-09-15 21:41:45","31570","150616"
"148765","2017-09-15 21:41:45","31570","3192"
"148766","2017-09-15 21:41:45","31570","150365"
"148767","2017-09-15 21:41:45","31570","150619"
"148768","2017-09-15 21:41:45","31570","150620"
"148769","2017-09-15 21:41:45","31570","15974"
"148770","2017-09-15 21:41:45","31571","16597"
"148771","2017-09-15 21:41:45","31571","16598"
"148772","2017-09-15 21:41:45","31571","16599"
"148773","2017-09-15 21:41:45","31571","150153"
"148774","2017-09-15 21:41:45","31571","16617"
"148775","2017-09-15 21:41:45","31571","16618"
"148776","2017-09-15 21:41:45","31571","16603"
"148777","2017-09-15 21:41:45","31571","16620"
"148778","2017-09-15 21:41:45","31571","16621"
"148779","2017-09-15 21:41:45","31571","150449"
"148780","2017-09-15 21:41:45","31571","16607"
"148781","2017-09-15 21:41:45","31572","16597"
"148782","2017-09-15 21:41:45","31572","16598"
"148783","2017-09-15 21:41:45","31572","150180"
"148784","2017-09-15 21:41:45","31572","16600"
"148785","2017-09-15 21:41:45","31572","16617"
"148786","2017-09-15 21:41:45","31572","16602"
"148787","2017-09-15 21:41:45","31572","16603"
"148788","2017-09-15 21:41:45","31572","16620"
"148789","2017-09-15 21:41:45","31572","16605"
"148790","2017-09-15 21:41:45","31572","16622"
"148791","2017-09-15 21:41:45","31572","150160"
"148792","2017-09-15 21:41:45","31573","150644"
"148793","2017-09-15 21:41:45","31573","150645"
"148794","2017-09-15 21:41:45","31573","150646"
"148795","2017-09-15 21:41:45","31574","16592"
"148796","2017-09-15 21:41:45","31574","150201"
"148797","2017-09-15 21:41:45","31574","150649"
"148798","2017-09-15 21:41:45","31574","150650"
"148799","2017-09-15 21:41:45","31574","15974"
"148800","2017-09-15 21:41:51","31575","150344"
"148801","2017-09-15 21:41:51","31575","72302"
"148802","2017-09-15 21:41:51","31575","147714"
"148803","2017-09-15 21:41:51","31575","148127"
"148804","2017-09-15 21:41:51","31575","150348"
"148805","2017-09-15 21:41:51","31576","16597"
"148806","2017-09-15 21:41:51","31576","16598"
"148807","2017-09-15 21:41:51","31576","150180"
"148808","2017-09-15 21:41:51","31576","150660"
"148809","2017-09-15 21:41:51","31576","16617"
"148810","2017-09-15 21:41:51","31576","150662"
"148811","2017-09-15 21:41:51","31576","16603"
"148812","2017-09-15 21:41:51","31576","16620"
"148813","2017-09-15 21:41:51","31576","16605"
"148814","2017-09-15 21:41:51","31576","16622"
"148815","2017-09-15 21:41:51","31576","16607"
"148816","2017-09-15 21:41:51","31577","16597"
"148817","2017-09-15 21:41:51","31577","16598"
"148818","2017-09-15 21:41:51","31577","150180"
"148819","2017-09-15 21:41:51","31577","16600"
"148820","2017-09-15 21:41:51","31577","16617"
"148821","2017-09-15 21:41:51","31577","16602"
"148822","2017-09-15 21:41:51","31577","16603"
"148823","2017-09-15 21:41:51","31577","16620"
"148824","2017-09-15 21:41:51","31577","16605"
"148825","2017-09-15 21:41:51","31577","16622"
"148826","2017-09-15 21:41:51","31577","16607"
"148827","2017-09-15 21:41:51","31578","150282"
"148828","2017-09-15 21:41:51","31578","150288"
"148829","2017-09-15 21:41:51","31578","16579"
"148830","2017-09-15 21:41:51","31578","16580"
"148831","2017-09-15 21:41:51","31578","16581"
"148832","2017-09-15 21:41:51","31579","16609"
"148833","2017-09-15 21:41:51","31579","16594"
"148834","2017-09-15 21:41:51","31579","16595"
"148835","2017-09-15 21:41:51","31579","16581"
"148836","2017-09-15 21:41:51","31580","150139"
"148837","2017-09-15 21:41:51","31580","16585"
"148838","2017-09-15 21:41:51","31580","16579"
"148839","2017-09-15 21:41:51","31580","16580"
"148840","2017-09-15 21:41:51","31580","15974"
"148841","2017-09-15 21:41:51","31581","16597"
"148842","2017-09-15 21:41:51","31581","16598"
"148843","2017-09-15 21:41:51","31581","16615"
"148844","2017-09-15 21:41:51","31581","150553"
"148845","2017-09-15 21:41:51","31581","16617"
"148846","2017-09-15 21:41:51","31581","150662"
"148847","2017-09-15 21:41:51","31581","16603"
"148848","2017-09-15 21:41:51","31581","16620"
"148849","2017-09-15 21:41:51","31581","16605"
"148850","2017-09-15 21:41:51","31581","150449"
"148851","2017-09-15 21:41:51","31581","16607"
"148852","2017-09-15 21:41:51","31582","150139"
"148853","2017-09-15 21:41:51","31582","150252"
"148854","2017-09-15 21:41:51","31582","16579"
"148855","2017-09-15 21:41:51","31582","16580"
"148856","2017-09-15 21:41:51","31582","15974"
"148857","2017-09-15 21:41:51","31583","150709"
"148858","2017-09-15 21:41:51","31583","150710"
"148859","2017-09-15 21:41:51","31583","72302"
"148860","2017-09-15 21:41:51","31583","147714"
"148861","2017-09-15 21:41:51","31583","148127"
"148862","2017-09-15 21:41:51","31583","150714"
"148863","2017-09-15 21:41:51","31584","150709"
"148864","2017-09-15 21:41:51","31584","150710"
"148865","2017-09-15 21:41:51","31584","72302"
"148866","2017-09-15 21:41:51","31584","147425"
"148867","2017-09-15 21:41:51","31584","150719"
"148868","2017-09-15 21:41:51","31584","150714"
"148869","2017-09-15 21:42:01","31585","18269"
"148870","2017-09-15 21:42:01","31585","150379"
"148871","2017-09-15 21:42:01","31586","150261"
"148872","2017-09-15 21:42:01","31586","150262"
"148873","2017-09-15 21:42:01","31586","16615"
"148874","2017-09-15 21:42:01","31586","150553"
"148875","2017-09-15 21:42:01","31586","150165"
"148876","2017-09-15 21:42:01","31586","150662"
"148877","2017-09-15 21:42:01","31586","16603"
"148878","2017-09-15 21:42:01","31586","16620"
"148879","2017-09-15 21:42:01","31586","16605"
"148880","2017-09-15 21:42:01","31586","150449"
"148881","2017-09-15 21:42:01","31586","150160"
"148882","2017-09-15 21:42:01","31587","16597"
"148883","2017-09-15 21:42:01","31587","16598"
"148884","2017-09-15 21:42:01","31587","16599"
"148885","2017-09-15 21:42:01","31587","150153"
"148886","2017-09-15 21:42:01","31587","150165"
"148887","2017-09-15 21:42:01","31587","150662"
"148888","2017-09-15 21:42:01","31587","16603"
"148889","2017-09-15 21:42:01","31587","16620"
"148890","2017-09-15 21:42:01","31587","16605"
"148891","2017-09-15 21:42:01","31587","16622"
"148892","2017-09-15 21:42:01","31587","150160"
"148893","2017-09-15 21:42:01","31588","16597"
"148894","2017-09-15 21:42:01","31588","16598"
"148895","2017-09-15 21:42:01","31588","16599"
"148896","2017-09-15 21:42:01","31588","150153"
"148897","2017-09-15 21:42:01","31588","150165"
"148898","2017-09-15 21:42:01","31588","150662"
"148899","2017-09-15 21:42:01","31588","16603"
"148900","2017-09-15 21:42:01","31588","16620"
"148901","2017-09-15 21:42:01","31588","16605"
"148902","2017-09-15 21:42:01","31588","16622"
"148903","2017-09-15 21:42:01","31588","16607"
"148904","2017-09-15 21:42:01","31589","16577"
"148905","2017-09-15 21:42:01","31589","150757"
"148906","2017-09-15 21:42:01","31589","16579"
"148907","2017-09-15 21:42:01","31589","16580"
"148908","2017-09-15 21:42:01","31589","16581"
"148909","2017-09-15 21:42:01","31590","16577"
"148910","2017-09-15 21:42:01","31590","16585"
"148911","2017-09-15 21:42:01","31590","16579"
"148912","2017-09-15 21:42:01","31590","16580"
"148913","2017-09-15 21:42:01","31590","16581"
"148914","2017-09-15 21:42:01","31591","150261"
"148915","2017-09-15 21:42:01","31591","150262"
"148916","2017-09-15 21:42:01","31591","16599"
"148917","2017-09-15 21:42:01","31591","150153"
"148918","2017-09-15 21:42:01","31591","150165"
"148919","2017-09-15 21:42:01","31591","16602"
"148920","2017-09-15 21:42:01","31591","16603"
"148921","2017-09-15 21:42:01","31591","16620"
"148922","2017-09-15 21:42:01","31591","16605"
"148923","2017-09-15 21:42:01","31591","150449"
"148924","2017-09-15 21:42:01","31591","16607"
"148925","2017-09-15 21:42:01","31592","150172"
"148926","2017-09-15 21:42:01","31592","150778"
"148927","2017-09-15 21:42:01","31592","150779"
"148928","2017-09-15 21:42:01","31592","150780"
"148929","2017-09-15 21:42:01","31592","150148"
"148930","2017-09-15 21:42:01","31592","150782"
"148931","2017-09-15 21:42:01","31593","150344"
"148932","2017-09-15 21:42:01","31593","72302"
"148933","2017-09-15 21:42:01","31593","147633"
"148934","2017-09-15 21:42:01","31593","147940"
"148935","2017-09-15 21:42:01","31593","150348"
"148936","2017-09-15 21:42:01","31594","10570"
"148937","2017-09-15 21:42:13","31595","150261"
"148938","2017-09-15 21:42:13","31595","150262"
"148939","2017-09-15 21:42:13","31595","150180"
"148940","2017-09-15 21:42:13","31595","150153"
"148941","2017-09-15 21:42:13","31595","16617"
"148942","2017-09-15 21:42:13","31595","16618"
"148943","2017-09-15 21:42:13","31595","16603"
"148944","2017-09-15 21:42:13","31595","16620"
"148945","2017-09-15 21:42:13","31595","16621"
"148946","2017-09-15 21:42:13","31595","16622"
"148947","2017-09-15 21:42:13","31595","16607"
"148948","2017-09-15 21:42:13","31596","16574"
"148949","2017-09-15 21:42:13","31596","16585"
"148950","2017-09-15 21:42:13","31596","150802"
"148951","2017-09-15 21:42:13","31596","150803"
"148952","2017-09-15 21:42:13","31596","16581"
"148953","2017-09-15 21:42:13","31597","150344"
"148954","2017-09-15 21:42:13","31597","72302"
"148955","2017-09-15 21:42:13","31597","147379"
"148956","2017-09-15 21:42:13","31597","147845"
"148957","2017-09-15 21:42:13","31597","150809"
"148958","2017-09-15 21:42:13","31598","10570"
"148959","2017-09-15 21:42:13","31598","4287"
"148960","2017-09-15 21:42:13","31599","150812"
"148961","2017-09-15 21:42:13","31599","150645"
"148962","2017-09-15 21:42:13","31599","150814"
"148963","2017-09-15 21:42:13","31599","150815"
"148964","2017-09-15 21:42:13","31600","150816"
"148965","2017-09-15 21:42:13","31600","150817"
"148966","2017-09-15 21:42:13","31600","150818"
"148967","2017-09-15 21:42:13","31600","150819"
"148968","2017-09-15 21:42:13","31600","150820"
"148969","2017-09-15 21:42:13","31600","150821"
"148970","2017-09-15 21:42:13","31600","150822"
"148971","2017-09-15 21:42:13","31600","150823"
"148972","2017-09-15 21:42:13","31600","150824"
"148973","2017-09-15 21:42:13","31600","150825"
"148974","2017-09-15 21:42:13","31601","150588"
